AUTHOR,TITLE,FORM,TYPE
"CRANACH, Lucas the Elder",Portrait of Charles V,painting,portrait
"CRANACH, Lucas the Elder","Portraits of Johann I and Frederick III the Wise, Electors of Saxony",painting,portrait
"CRANACH, Lucas the Elder",Portrait of Elector Friedrich III the Wise of Saxony,painting,portrait
"CRANACH, Lucas the Elder",Portrait of Elector Frederick the Wise,painting,portrait
"CRANACH, Lucas the Elder",Portrait of Elector John the Steadfast,painting,portrait
"CRANACH, Lucas the Elder","Friedrich III, the Wise, and Johann I, the Constant, Electors of Saxony",painting,portrait
"CRANACH, Lucas the Elder","Friedrich III, the Wise, Elector of Saxony",painting,portrait
"CRANACH, Lucas the Elder","Johann I, the Constant, Elector of Saxony",painting,portrait
"CRANACH, Lucas the Elder","Johann I, the Constant, Elector of Saxony",painting,portrait
"CRANACH, Lucas the Elder","Georg the Bearded, Duke of Saxony",painting,portrait
"CRANACH, Lucas the Elder","Johann, Duke of Saxony",painting,portrait
"CRANACH, Lucas the Elder","Saxon Princesses Sibylla, Emilia and Sidonia",painting,portrait
"CRANACH, Lucas the Elder",Portrait of Erasmus of Rotterdam,painting,portrait
"CRANACH, Lucas the Elder",Portrait of a Young Girl,painting,portrait
"CRANACH, Lucas the Elder",Portrait of Martin Luther,painting,portrait
"CRANACH, Lucas the Elder",Portraits of Martin Luther and Philipp Melanchthon,painting,portrait
"CRANACH, Lucas the Elder",Ill-Matched Couple: Young Man and Old Woman,painting,genre
"CRANACH, Lucas the Elder",Ill-Matched Couple: Young Widow and Old Man,painting,genre
"CRANACH, Lucas the Elder",Ill-Matched Couple: Peasant and Prostitute,painting,genre
"CRANACH, Lucas the Elder",Ill-Matched Couple: Young Girl and Old Man,painting,genre
"CRANACH, Lucas the Elder",The Ill-Matched Lovers,painting,genre
"CRANACH, Lucas the Elder",Old Man and Young Woman,painting,genre
"CRANACH, Lucas the Elder",The Bocca della Verità,painting,other
"CRANACH, Lucas the Elder",The Bocca della Verità (detail),painting,other
"CRANACH, Lucas the Elder",Landscape (fragment),painting,landscape
"CRANACH, Lucas the Elder",Hunt in Honour of Charles V at the Castle of Torgau,painting,landscape
"CRANACH, Lucas the Elder",The Stag Hunt of Elector Frederic the Wise,painting,other
"CRANACH, Lucas the Elder",Deer Hunt of Elector Friedrich the Wise,painting,landscape
"CRANACH, Lucas the Elder",Luther Preaching,painting,religious
"CRANACH, Lucas the Younger",Christ and the Woman Taken in Adultery,painting,religious
"CRANACH, Lucas the Younger",Justitia,painting,mythological
"CRANACH, Lucas the Younger",Adam and Eve,painting,religious
"CRANACH, Lucas the Younger",Adam,painting,religious
"CRANACH, Lucas the Younger",Eve,painting,religious
"CRANACH, Lucas the Younger",Caritas,painting,mythological
"CRANACH, Lucas the Younger",Caritas,painting,mythological
"CRANACH, Lucas the Younger",Diana and Actaeon,painting,mythological
"CRANACH, Lucas the Younger",Hunt in Honour of Charles V at the Castle of Torgau,painting,other
"CRANACH, Lucas the Younger",Stag Hunt of Elector Johann Friedrich,painting,landscape
"CRANACH, Lucas the Younger",Christ Blessing the Children,painting,religious
"CRANACH, Lucas the Younger",Christ as the Man of Sorrows,painting,religious
"CRANACH, Lucas the Younger",Weimar Altarpiece,painting,religious
"CRANACH, Lucas the Younger",Weimar Altarpiece: Crucifixion (central panel),painting,religious
"CRANACH, Lucas the Younger",Crucifixion (detail),painting,religious
"CRANACH, Lucas the Younger",The Last Supper,painting,religious
"CRANACH, Lucas the Younger",Portrait of a Woman,painting,portrait
"CRANACH, Lucas the Younger",Portrait of Martin Luther,painting,portrait
"CRANACH, Lucas the Younger",Portrait of Martin Luther on his Deathbed,painting,portrait
"CRANACH, Lucas the Younger",The Fall of Man,painting,religious
"CRANACH, Lucas the Younger",Portrait of the Artist's Father,painting,portrait
"CRANACH, Lucas the Younger",Portrait of Philipp Melanchthon,painting,portrait
"CRANACH, Lucas the Younger",Portrait of Philipp Melanchthon,painting,portrait
"CRANACH, Lucas the Younger",Portrait of Philipp Melanchthon,painting,portrait
"CRANACH, Lucas the Younger",Portrait of a Woman,painting,portrait
"CRANACH, Lucas the Younger",Ill-Matched Couple: Young Man and Old Woman with a Maid,painting,genre
"CRANACH, Lucas the Younger",The Ill-Matched Lovers,painting,genre
"CRANACH, Lucas the Younger",Nymph of the Spring,painting,mythological
"CRANACH, Lucas the Younger",Nymph of the Spring (detail),painting,mythological
"CRANACH, Lucas the Younger",Christ Blessing the Children,painting,religious
"CRANACH, Lucas the Younger",Christ and the Adulteress,painting,religious
"CRANACH, Lucas the Younger",Christ Blessing the Children (detail),painting,religious
"CRANE, Walter",The Grave of Keats,painting,historical
"CRANE, Walter",The Bridge of Life,painting,mythological
"CRANE, Walter",Neptune's Horses,painting,mythological
"CRANE, Walter",The Fate of Persephone,painting,mythological
"CRANE, Walter",La Primavera,painting,mythological
"CRANE, Walter",Renascence of Venus,painting,mythological
"CRANE, Walter",A Masque for the Four Seasons,painting,other
"CRANE, Walter",The Lady of Shalott,painting,historical
"CRANE, Walter",The Advent of Spring,painting,other
"CRAYER, Gaspard de",Alexander and Diogenes,painting,mythological
"CRAYER, Gaspard de",The Cardinal Infante,painting,portrait
"CRAYER, Gaspard de",Caritas Romana (Roman Charity),painting,genre
"CRAYER, Gaspard de",The Lactation of St Bernard of Clairvaux,painting,religious
"CRAYER, Gaspard de",Equestrian Portrait of Cardinal-Infante Fernando of Austria,painting,portrait
"CRAYER, Gaspard de",Head Study of a Young Moor,painting,portrait
"CRAYER, Gaspard de",Pietà with Donors,painting,religious
"CRAYER, Gaspard de",Portrait of a Lady,painting,portrait
"CRAYER, Gaspard de",The Coronation of St Rosalie,painting,religious
"CRAYER, Gaspard de",Virgin Enthroned with Saints,painting,religious
"CREMONINI, Giovanni Battista",Agony in the Garden,painting,religious
"CRÉPIN, Louis Philippe","The Fight between the ""Lys"" and the ""Gloire"" against the ""Cumberland""",painting,historical
"CRÉPIN, Louis Philippe",A Boarding Scene,painting,historical
"CRESCENZI, Giovanni Battista","Still-Life with Fruit, Vegetables and Mushrooms",painting,still-life
"CRESPI, Daniele",Cain Killing Abel,painting,religious
"CRESPI, Daniele",Painting of the sanctuary,painting,interior
"CRESPI, Daniele",The Entombment,painting,religious
"CRESPI, Daniele",Flagellation of Christ,painting,religious
"CRESPI, Daniele",The Head of St John the Baptist,painting,religious
"CRESPI, Daniele",The Last Supper,painting,religious
"CRESPI, Daniele",Porrtrait of Antonio Olgiati,painting,portrait
"CRESPI, Daniele",Pietà,painting,religious
"CRESPI, Daniele",Portrait of a Gentleman,painting,portrait
"CRESPI, Giovanni Battista",St Carlo Borromeo Erecting Crosses a the Gates of Milan (detail),painting,religious
"CRESPI, Giovanni Battista",St Carlo Borromeo Adoring Christ,painting,religious
"CRESPI, Giovanni Battista",Entombment of Christ,painting,religious
"CRESPI, Giovanni Battista",St Gregory Delivers the Soul of a Monk,painting,religious
"CRESPI, Giovanni Battista",Adoration of the Shepherds,painting,religious
"CRESPI, Giovanni Battista",Religious Figures Praying at the Foot of a Tree,painting,religious
"CRESPI, Giuseppe Maria",Bookshelves,painting,still-life
"CRESPI, Giuseppe Maria",Death of St Joseph,painting,religious
"CRESPI, Giuseppe Maria",Dice Players,painting,genre
"CRESPI, Giuseppe Maria",Ecstasy of St Margaret of Cortona,painting,religious
"CRESPI, Giuseppe Maria",St John the Evangelist on the Island of Patmos,painting,religious
"CRESPI, Giuseppe Maria",The Farmer's Family,painting,genre
"CRESPI, Giuseppe Maria",Village Fair,painting,genre
"CRESPI, Giuseppe Maria",Count Fulvio Grati,painting,portrait
"CRESPI, Giuseppe Maria",Hecuba Blinding Polymnestor,painting,mythological
"CRESPI, Giuseppe Maria",Cardinal Prospero Lambertini,painting,portrait
"CRESPI, Giuseppe Maria",Woman Playing a Lute,painting,genre
"CRESPI, Giuseppe Maria",Sleeping Cupids Disarmed by the Nymphs,painting,mythological
"CRESPI, Giuseppe Maria",Apotheosis of Hercules and the Four Seasons,painting,mythological
"CRESPI, Giuseppe Maria",Apotheosis of Hercules and the Four Seasons (detail),painting,mythological
"CRESPI, Giuseppe Maria",Assembly of the Gods and the Parcae,painting,mythological
"CRESPI, Giuseppe Maria",Assembly of the Gods (detail),painting,mythological
"CRESPI, Giuseppe Maria",Baptism,painting,religious
"CRESPI, Giuseppe Maria",Confession,painting,religious
"CRESPI, Giuseppe Maria",Confirmation,painting,religious
"CRESPI, Giuseppe Maria",Communion,painting,religious
"CRESPI, Giuseppe Maria",Extreme Unction,painting,religious
"CRESPI, Giuseppe Maria",Ordination,painting,religious
"CRESPI, Giuseppe Maria",Matrimony,painting,religious
"CRESPI, Giuseppe Maria",The Scullery Maid,painting,genre
"CRESPI, Giuseppe Maria",Searcher for Fleas,painting,genre
"CRESPI, Giuseppe Maria",Self-Portrait,painting,portrait
"CRESPI, Giuseppe Maria",Self-Portrait,painting,portrait
"CRESPI, Giuseppe Maria",The Courted Singer,painting,genre
"CRESPI, Giuseppe Maria",The Flea,painting,genre
"CRESPI, Giuseppe Maria",The Blessed Bernardo Tolomeo's Intercession for the End of the Plague in Siena,painting,religious
"CRESPI, Luigi",Elisabetta Cellesi,painting,portrait
"CRETI, Donato",Achilles Handing over to Chiron,painting,mythological
"CRETI, Donato",Alexander the Great Threatened by His Father,painting,historical
"CRETI, Donato",The Charity,painting,mythological
"CRETI, Donato",Mercury and Paris,painting,mythological
"CRETI, Donato",Alexander the Great Cuts the Gordian Knot,painting,historical
"CRETI, Donato",Alexander the Great Cuts the Gordian Knot (detail),painting,historical
"CRETI, Donato",Perseus and Andromeda,painting,mythological
"CRETI, Donato",Sibyl,painting,mythological
"CRETI, Donato",Sibyl (detail),painting,mythological
"CRETI, Donato",Sibyl,painting,mythological
"CRETI, Donato",Penitent St Peter,painting,religious
"CRITZ, John de, the Elder",King James I of England,painting,portrait
"CRIVELLI, Angelo Maria","Turkeys, Cock, Mother Hen, and Chicks in the Countryside",painting,still-life
"CRIVELLI, Carlo",Annunciation with St Emidius,painting,religious
"CRIVELLI, Carlo",Annunciation with St Emidius (detail),painting,religious
"CRIVELLI, Carlo",Polyptych of St Emidio,painting,religious
"CRIVELLI, Carlo",Polyptych of St Emidio: Madonna and Child,painting,religious
"CRIVELLI, Carlo",Triptych of Camerino,painting,religious
"CRIVELLI, Carlo",St Augustine,painting,religious
"CRIVELLI, Carlo",St Nicholas,painting,religious
"CRIVELLI, Carlo",St Catherine of Siena,painting,religious
"CRIVELLI, Carlo",St Lucy,painting,religious
"CRIVELLI, Carlo",Coronation of the Virgin,painting,religious
"CRIVELLI, Carlo",Coronation of the Virgin,painting,religious
"CRIVELLI, Carlo",Three Saints,painting,religious
"CRIVELLI, Carlo",Lamentation over the Dead Christ,painting,religious
"CRIVELLI, Carlo",Madonna della Candeletta,painting,religious
"CRIVELLI, Carlo",Crucifix with the Virgin and St John the Evangelist,painting,religious
"CRIVELLI, Carlo",Madonna and Child; St Francis of Assisi,painting,religious
"CRIVELLI, Carlo",Madonna and Child Enthroned with a Donor,painting,religious
"CRIVELLI, Carlo",Pietà,painting,religious
"CRIVELLI, Carlo",Pietà,painting,religious
"CRIVELLI, Carlo",St Jerome and St Augustine,painting,religious
"CRIVELLI, Carlo",St Peter and St Paul,painting,religious
"CRIVELLI, Carlo",St Peter and St Paul (detail),painting,religious
"CRIVELLI, Carlo",St Jerome and St Augustine (detail),painting,religious
"CRIVELLI, Carlo",St James of the Marches with Two Kneeling Donors,painting,religious
"CRIVELLI, Carlo",St Roch,painting,religious
"CRIVELLI, Carlo",St George,painting,religious
"CRIVELLI, Carlo",Virgin and Child,painting,religious
"CRIVELLI, Carlo",Virgin and Child,painting,religious
"CRIVELLI, Carlo",Virgin and Child Enthroned,painting,religious
"CRIVELLI, Carlo",Virgin and Child Enthroned with Saints,painting,religious
"CRIVELLI, Vittore",Madonna and Child with Two Angels,painting,religious
"CRIVELLI, Vittore",Madonna and Child,painting,religious
"CRIVELLI, Vittore",Panels from an altarpiece,painting,religious
"CRIVELLI, Vittore",Polyptych,painting,religious
"CRIVELLI, Vittore",St Jerome,painting,religious
"CRIVELLI, Vittore",Sts Benedict and John the Baptist,painting,religious
"CRIVELLI, Vittore",St Jerome in the Desert,painting,religious
"CROME, John",Wooded Landscape with an Oak,painting,landscape
"CROME, John","Boys Bathing on the River Wensum, Norwich",painting,landscape
"CROOS, Anthonie Jansz. van der",Landscape with the Ruined Castle of Egmond,painting,landscape
"CROOS, Anthonie Jansz. van der",Landscape with the Ruined Castle of Egmond (detail),painting,landscape
"CROPSEY, Jasper Francis",Greenwood Lake,painting,landscape
"CROPSEY, Jasper Francis","Schatacook Mountain, Housatonic Valley, Connecticut",painting,landscape
"CROSATO, Giovanni Battista",Ceiling decoration,painting,interior
"CROSATO, Giovanni Battista",Apollo and Allegories of the Four Corners of the World,painting,mythological
"CROSATO, Giovanni Battista",Apollo and Allegories of the Four Corners of the World (detail),painting,mythological
"CROSATO, Giovanni Battista",Rezzonico Coat-of-Arms,painting,historical
"CROSATO, Giovanni Battista",Ceiling painting: Sacrifice of Iphigenia,painting,mythological
"CROSATO, Giovanni Battista",The Fortune Teller,painting,genre
"CROSATO, Giovanni Battista",View of the ballroom,painting,interior
"CROSATO, Giovanni Battista",Marriage of Alexander and Roxane,painting,mythological
"CROSATO, Giovanni Battista",Alexander before the Corpse of Darius,painting,mythological
"CROSATO, Giovanni Battista",The Family of Darius before Alexander,painting,mythological
"CROSATO, Giovanni Battista",The Family of Darius before Alexander (detail),painting,mythological
"CROSATO, Giovanni Battista",Apelles Making a Portrait of the Courtesan Campaspe,painting,mythological
"CROSATO, Giovanni Battista",Apelles Making a Portrait of the Courtesan Campaspe (detail),painting,mythological
"CROSATO, Giovanni Battista",View of the ceiling of the ballroom,painting,other
"CROSATO, Giovanni Battista",Ceiling fresco in the balllroom (detail),painting,other
"CROSATO, Giovanni Battista",Ceiling fresco in the balllroom (detail),painting,other
"CROSS, Henri-Edmond",Beach on the Mediterranean,painting,landscape
"CROSS, Henri-Edmond",Cypresses at Cagnes,painting,landscape
"CROSS, Henri-Edmond",The Clearing,painting,landscape
"CROSS, Henri-Edmond",Evening Air,painting,landscape
"CROSS, Henri-Edmond",The Golden Isles (Les Iles d'Or),painting,landscape
"CROSS, Henri-Edmond",Afternoon at Pardigon,painting,landscape
"CROSS, Henri-Edmond",The Church of Santa Maria degli Angeli near Assisi,painting,landscape
"CROSS, Henri-Edmond",Undergrowth,painting,landscape
"CRUZ, Diego de la",Christ of Mercy,painting,religious
"CRUZ, Diego de la",Christ between the Virgin and St John the Evangelist,painting,religious
"CSONTVÁRY KOSZTKA, Tivadar",Old Woman Peeling Apple,painting,genre
"CSONTVÁRY KOSZTKA, Tivadar",Young Painter,painting,genre
"CSONTVÁRY KOSZTKA, Tivadar",Woman Sitting by the Window,painting,genre
"CSONTVÁRY KOSZTKA, Tivadar",Self-Portrait,painting,portrait
"CSONTVÁRY KOSZTKA, Tivadar",Castellamare di Stabia,painting,landscape
"CSONTVÁRY KOSZTKA, Tivadar",Old Fisherman,painting,genre
"CSONTVÁRY KOSZTKA, Tivadar",Town at the Seashore,painting,landscape
"CSONTVÁRY KOSZTKA, Tivadar",Trees in Electric Light at Jajce,painting,landscape
"CSONTVÁRY KOSZTKA, Tivadar",Roman Bridge at Mostar,painting,landscape
"CSONTVÁRY KOSZTKA, Tivadar",Praying Saviour,painting,religious
"CSONTVÁRY KOSZTKA, Tivadar",Praying Saviour (detail),painting,religious
"CSONTVÁRY KOSZTKA, Tivadar",Fortress with Arabs Riding Camels,painting,landscape
"CSONTVÁRY KOSZTKA, Tivadar",Coaching in Athens at New Moon,painting,landscape
"CSONTVÁRY KOSZTKA, Tivadar",View of the Dead Sea from the Temple Square in Jerusalem,painting,landscape
"CSONTVÁRY KOSZTKA, Tivadar",The Mount of Olives in Jerusalem,painting,landscape
"CSONTVÁRY KOSZTKA, Tivadar",The Solitary Cedar,painting,landscape
"CSONTVÁRY KOSZTKA, Tivadar",Pilgrimage to the Cedars in Lebanon,painting,landscape
"CSONTVÁRY KOSZTKA, Tivadar",Mary's Well at Nazareth,painting,religious
"CUIRIS, Juan Bautista",Portrait of Christ Made of Humming Bird and Parrot Feathers,painting,portrait
"CULLEN, Maurice Galbraith",Winter at Moret,painting,landscape
"CURRADI, Francesco",Annunciation,painting,religious
"CURRADI, Francesco",Narcissus,painting,mythological
"CUSTODIS, Hieronymos",Sir John Ashburnham,painting,portrait
"CUSTODIS, Hieronymos","Portrait of Elizabeth Brydges, later Lady Kennedy",painting,portrait
"CUSTODIS, Hieronymos",An Elizabethan Courtier,painting,portrait
"CUSTODIS, Hieronymos",Portrait of Sir Francis Hynde,painting,portrait
"CUSTODIS, Hieronymos","Portrait of Lady Jane Hynde, née Verne",painting,portrait
"CUYCK VAN MYEROP, Frans",Still-Life with Fowl,painting,still-life
"CUYLENBORCH, Abraham van",Bacchus and Nymphs in Landscape,painting,mythological
"CUYLENBORCH, Abraham van",Bacchus and Nymphs in Landscape (detail),painting,mythological
"CUYLENBORCH, Abraham van",Diana Bathing,painting,mythological
"CUYLENBORCH, Abraham van",Diana and Her Nymphs,painting,mythological
"CUYP, Aelbert",Landscape with a Timber Yard near Dordrecht,painting,landscape
"CUYP, Aelbert",River Landscape with Seven Cows,painting,landscape
"CUYP, Aelbert",River Landscape with Seven Cows (detail),painting,landscape
"CUYP, Aelbert",The Avenue at Meerdervoort,painting,landscape
"CUYP, Aelbert",Children and a Cow,painting,genre
"CUYP, Aelbert",The Dairy Maid,painting,landscape
"CUYP, Aelbert",Domestic Fowl,painting,genre
"CUYP, Aelbert",Grey Horse in a Landscape,painting,landscape
"CUYP, Aelbert",Herdsmen with Cows,painting,landscape
"CUYP, Aelbert",Starting for the Hunt,painting,genre
"CUYP, Aelbert",Landscape with a Hunt,painting,landscape
"CUYP, Aelbert",Meadow with Cows and Herdsmen,painting,landscape
"CUYP, Aelbert",The Negro Page,painting,landscape
"CUYP, Aelbert",Panoramic Landscape,painting,landscape
"CUYP, Aelbert",Panoramic Landscape (detail),painting,landscape
"CUYP, Aelbert",Peasants with Four Cows by the River Merwede,painting,landscape
"CUYP, Aelbert",Piping Shepherds,painting,genre
"CUYP, Aelbert",Rooster and Hens,painting,genre
"CUYP, Aelbert",Two Shepherds with a Mule and a Dog in a Hilly Landscape,painting,landscape
"CUYP, Aelbert",Two Shepherds with a Mule and a Dog in a Hilly Landscape (detail),painting,landscape
"CUYP, Aelbert",Portrait of a Twenty-year-old Duck Sijctghen,painting,portrait
"CUYP, Aelbert",The Valkhof at Nijmegen,painting,landscape
"CUYP, Aelbert",View of Dordrecht,painting,landscape
"CUYP, Aelbert",Young Herdsman with Cows,painting,landscape
"CUYP, Aelbert",River Landscape with Five Cows,painting,landscape
"CUYP, Aelbert",Evening Landscape with Horsemen and Shepherds,painting,landscape
"CUYP, Aelbert",The Ferry Boat,painting,landscape
"CUYP, Aelbert",Landscape with the Flight into Egypt,painting,landscape
"CUYP, Aelbert",Herdsman with Cows by a River,painting,landscape
"CUYP, Aelbert",Landscape,painting,landscape
"CUYP, Aelbert",Large River Landscape with Horsemen,painting,landscape
"CUYP, Aelbert",The Maas at Dordrecht,painting,landscape
"CUYP, Aelbert",Dordrecht Harbour by Moonlight,painting,landscape
"CUYP, Aelbert",Orpheus with Animals in a Landscape,painting,landscape
"CUYP, Aelbert",Landscape near Rhenen,painting,landscape
"CUYP, Aelbert",River Landscape,painting,landscape
"CUYP, Aelbert",River Scene with Milking Woman,painting,landscape
"CUYP, Aelbert",River-bank with Cows,painting,landscape
"CUYP, Aelbert",A Road near a River,painting,landscape
"CUYP, Aelbert",Ships Tossed in a Gale,painting,landscape
"CUYP, Benjamin Gerritsz.",The Angel Is Opening Christ's Tomb,painting,religious
"CUYP, Benjamin Gerritsz.",Oriental Writer Cutting His Pen,painting,genre
"CUYP, Benjamin Gerritsz.",Feast with Freshly Slaughtered Meat,painting,genre
"CUYP, Benjamin Gerritsz.",Soldiers Playing Dice and a Rider before a Supply Tent,painting,genre
"CUYP, Benjamin Gerritsz.",Peasants in the Tavern,painting,genre
"CUYP, Benjamin Gerritsz.",The Satyr and the Peasant Family,painting,mythological
"CUYP, Benjamin Gerritsz.",Adoration of the Shepherds,painting,religious
"CUYP, Benjamin Gerritsz.",Adoration of the Shepherds,painting,religious
"CUYP, Benjamin Gerritsz.",Soldiers Repairing Fortifications,painting,genre
"CUYP, Jacob Gerritsz.",Portrait of a Child,painting,portrait
"CUYP, Jacob Gerritsz.",The Shepherdess,painting,genre
"CUYP, Jacob Gerritsz.",Wine Grower,painting,genre
"DADDI, Bernardo",Triptych,painting,religious
"DADDI, Bernardo",St Catherine of Alexandria with Donor and Christ Blessing,painting,religious
"DADDI, Bernardo",St Catherine of Alexandria with Donor and Christ Blessing (detail),painting,religious
"DADDI, Bernardo",The Coronation of the Virgin,painting,religious
"DADDI, Bernardo",The Coronation of the Virgin (without frame),painting,religious
"DADDI, Bernardo",The Coronation of the Virgin (detail),painting,religious
"DADDI, Bernardo",Four Musical Angels,painting,religious
"DADDI, Bernardo",The Coronation of the Virgin,painting,religious
"DADDI, Bernardo",Coronation of the Virgin,painting,religious
"DADDI, Bernardo",Crucifixion,painting,religious
"DADDI, Bernardo",Crucifixion (detail),painting,religious
"DADDI, Bernardo",Crucifixion,painting,religious
"DADDI, Bernardo",Triptych,painting,religious
"DADDI, Bernardo",Madonna and Child Enthroned with Angels and Saints,painting,religious
"DADDI, Bernardo",Madonna and Child,painting,religious
"DADDI, Bernardo",The Nativity,painting,religious
"DADDI, Bernardo",Orsanmichele Madonna and Child with Angels,painting,religious
"DADDI, Bernardo",Polyptych of San Pancrazio,painting,religious
"DADDI, Bernardo",Polyptych of San Pancrazio: Predella panel,painting,religious
"DADDI, Bernardo",Polyptych of San Pancrazio: Predella panel,painting,religious
"DADDI, Bernardo",Polyptych of San Pancrazio: Predella panel,painting,religious
"DADDI, Bernardo",St Catherine of Alexandria,painting,religious
"DADDI, Bernardo",The Temptation of St Thomas Aquinas,painting,religious
"DADDI, Bernardo",The Martyrdom of St Stephen,painting,religious
"DADDI, Bernardo",The Annunciation,painting,religious
"DADDI, Bernardo",Triptych,painting,religious
"DADDI, Bernardo",Triptych,painting,religious
"DADDI, Bernardo",Triptych (detail),painting,religious
"DADDI, Bernardo",Virgin and Child,painting,religious
"DADDI, Bernardo",Virgin and Child Enthroned with Saints,painting,religious
"DAEL, Jan Frans van",Basket of Fruit,painting,still-life
"DAEL, Jan Frans van",Bouquet of Flowers in a Glass,painting,still-life
"DAEL, Jan Frans van",Still-Life,painting,still-life
"DAEL, Jan Frans van",Grape's Cluster,painting,still-life
"DAEL, Jan Frans van",Still-Life,painting,still-life
"DAEL, Jan Frans van",Flower Still-Life,painting,still-life
"DAFFINGER, Moritz Michael",Miniature of Elise Wolf,painting,portrait
"DAFFINGER, Moritz Michael",Portrait of the Archduchess Maria Theresia,painting,portrait
"DAGNAN-BOUVERET, Pascal-Adolphe-Jean",Little Concert,painting,genre
"DAGNAN-BOUVERET, Pascal-Adolphe-Jean",The Pardon in Brittany,painting,genre
"DAHL, Johan Christian Clausen",Morning after a Stormy Night,painting,landscape
"DAHL, Johan Christian Clausen","Two Belfries at Sunset, Copenhagen",painting,landscape
"DAHL, Johan Christian Clausen","Cloud Study, Thunder Clouds over the Palace Tower at Dresden",painting,landscape
"DAHL, Johan Christian Clausen",Cloud Study with Horizon,painting,landscape
"DAHL, Johan Christian Clausen",Dyrehaven near Copenhagen,painting,landscape
"DAHL, Johan Christian Clausen",View of Dresden at Full Moon,painting,landscape
"DAHL, Johan Christian Clausen",Mountain Landscape with a Castle,painting,landscape
"DAHL, Johan Christian Clausen",Eruption of the Volcano Vesuvius,painting,landscape
"DAHL, Johan Christian Clausen",Eruption of the Vesuvius,painting,landscape
"DAHL, Johan Christian Clausen","Winter Landscape near Vordingborg, Denmark",painting,landscape
"DAHL, Michael",Portrait of a Woman,painting,portrait
"DALEM, Cornelis van",Landscape with Farm,painting,landscape
"DALEM, Cornelis van",Farmyard with a Beggar,painting,landscape
"DALEM, Cornelis van",Landscape with Shepherds,painting,landscape
"DALENS, Dirck I",Netherlandish Harbour with Fishing Boats,painting,landscape
"DALENS, Dirck I",Landscape with Diana Discovering Callisto's Pregnancy,painting,landscape
"DALENS, Dirck I",Landscape with Latona,painting,landscape
"DALENS, Dirck II",River Landscape,painting,landscape
"DALENS, Dirck II",Wooded Landscape,painting,landscape
"DALENS, Dirck III",Frozen River Landscape,painting,landscape
"DALENS, Dirck III",River Landscape with Cattle and Figures,painting,landscape
"DALENS, Dirck III",Winter Landscape with Travelers,painting,landscape
"DALMAU, Lluis",Altarpiece of the Councillors,painting,religious
"DALMAU, Lluis",Altarpiece of the Councillors (detail),painting,religious
"DALOU, Jules",Girl Wearing a Headscarf,painting,portrait
"DALOU, Jules",Peasant Woman with her Child,painting,genre
"DALSGAARD, Christen",Mormons Visit a Country Carpenter,painting,genre
"DALSGAARD, Christen",Surely He Will Come?,painting,genre
"DANBY, Francis",Scene from the Apocalypse,painting,mythological
"DANBY, Francis",The Broken Bridge,painting,landscape
"DANCE-HOLLAND, Nathaniel",Official portrait of Captain James Cook,painting,portrait
"DANCE-HOLLAND, Nathaniel","Portrait of Lady Elizabeth Compton, Later Countess of Burlington",painting,portrait
"DANCE-HOLLAND, Nathaniel",Conversation Piece,painting,genre
"DANCE-HOLLAND, Nathaniel","Portrait of Anne, Countess of Albemarle",painting,portrait
"DANCE-HOLLAND, Nathaniel",Portrait of Mrs Paterson,painting,portrait
"DANCE-HOLLAND, Nathaniel",Self-Portrait,painting,portrait
"DANDINI, Cesare",Rinaldo and Armida,painting,mythological
"DANDINI, Cesare",Holy Family,painting,religious
"DANDINI, Cesare",Portrait of a Boy,painting,portrait
"DANDINI, Cesare",Portrait of a Young Soldier with a Lance,painting,portrait
"DANDINI, Cesare",Two Hanged Teals,painting,still-life
"DANDINI, Cesare",Virgin and Child with St John the Baptist,painting,religious
"DANDINI, Pietro",Solomon and the Queen of Sheba,painting,religious
"DANDINI, Vincenzo",Calliope,painting,mythological
"DANDRÉ-BARDON, Michel-François",The Adoration of the Skulls,painting,religious
"DANDRIDGE, Bartholomew",Portrait of a Girl,painting,portrait
"DANHAUSER, Josef Franz",The Widow's Offering,painting,genre
"DANHAUSER, Josef Franz",Portrait of the Piano-Manufcturer Konrad Graf,painting,portrait
"DANHAUSER, Josef Franz",The Scholars' Room,painting,genre
"DANHAUSER, Josef Franz",Siesta (The Sleepers),painting,genre
DANIELE da Volterra,"Madonna with Child, Sts Giovannino and Barbara",painting,religious
DANIELE da Volterra,The Massacre of the Innocents,painting,religious
DANIELE da Volterra,Portrait of Michelangelo,painting,portrait
DANIELE da Volterra,Beheading of St John the Baptist,painting,religious
DANIELE da Volterra,The Assumption of the Virgin,painting,religious
DANIELE da Volterra,Massacre of the Innocents,painting,religious
DANIELE da Volterra,The Presentation of the Virgin,painting,religious
"DANIELS, Andries",Vase with Tulips,painting,still-life
"DANLOUX, Henri-Pierre",Portrait of Jean-Louis Gustave d'Hautefort and his Sister,painting,portrait
"DANLOUX, Henri-Pierre",Portrait of Henry John Lambert,painting,portrait
"DANLOUX, Henri-Pierre",Portrait of Madame de l'Horme and Her Son,painting,portrait
"DANLOUX, Henri-Pierre",Portrait of the Artist's Wife and Son,painting,portrait
"DANLOUX, Henri-Pierre",Portrait of a Man,painting,portrait
"DANLOUX, Henri-Pierre",Baron de Besenval in His Study,painting,portrait
"DARET, Jacques",Altarpiece of the Virgin,painting,religious
"DARET, Jacques",Visitation,painting,religious
"DARET, Jacques",Adoration of the Child,painting,religious
