AUTHOR,TITLE,FORM,TYPE
MASTER of the Aix-la-Chapelle Altarpiece,Madonna and Child,painting,religious
MASTER of the Albertini,The Virgin and Child with Six Angels,painting,religious
MASTER of the Albertini,The Virgin and Child with Six Angels (detail),painting,religious
MASTER of the Albertini,The Virgin and Child with Six Angels (detail),painting,religious
MASTER of the Annunciation to the Shepherds,Annunciation to the Shepherds,painting,religious
MASTER of the Annunciation to the Shepherds,Annunciation to the Shepherds,painting,religious
MASTER of the Annunciation to the Shepherds,The Sense of Hearing: A Man Playing a Lute,painting,mythological
MASTER of the Antwerp Adoration,Adoration of the Magi,painting,religious
MASTER of the Antwerp Adoration,Epiphany,painting,religious
MASTER of the Antwerp Adoration,The Holy Family with Two Saints,painting,religious
MASTER of the Antwerp Adoration,Triptych,painting,religious
MASTER of the Avignon School,Vision of Peter of Luxembourg,painting,religious
MASTER of the Bambino Vispo,Virgin Mary,painting,religious
MASTER of the Berswordt Altarpiece,Berswordt Altarpiece,painting,religious
MASTER of the Berswordt Altarpiece,Berswordt Altarpiece (centre panel),painting,religious
MASTER of the Berswordt Altarpiece,Reconstruction of the Bielefeld Altarpiece (open),painting,religious
MASTER of the Berswordt Altarpiece,The Flagellation,painting,religious
MASTER of the Berswordt Altarpiece,The Crucifixion,painting,religious
MASTER of the Blue Crucifixes,Crucifix,painting,religious
MASTER of the Borgo Crucifix,Crucifix,painting,religious
MASTER of the Borgo Crucifix,The Mourning Virgin,painting,religious
MASTER of the Borgo Crucifix,St John the Evangelist,painting,religious
MASTER of the Borgo Crucifix,Virgin and Child,painting,religious
MASTER of the Borgo Crucifix,Virgin and Child (detail),painting,religious
MASTER of the Borgo Crucifix,Man of Sorrows,painting,religious
MASTER of the Borgo Crucifix,Virgin and Child,painting,religious
MASTER of the Brunswick Monogram,Abraham Leading his Son Isaac to the Sacrifice,painting,religious
MASTER of the Brunswick Monogram,Road to Calvary,painting,religious
MASTER of the Brunswick Monogram,Calvary,painting,religious
MASTER of the Burg Weiler Altarpiece,The Burg Weiler Altarpiece (interior),painting,religious
MASTER of the Burg Weiler Altarpiece,The Burg Weiler Altarpiece (exterior),painting,religious
MASTER of the Burg Weiler Altarpiece,Virgin and Child with Saints,painting,religious
MASTER of the Cassoni Campana,The Loves of Pasiphaë,painting,mythological
MASTER of the Cassoni Campana,"The Taking of Athens by Minos, King of Crete",painting,mythological
MASTER of the Cassoni Campana,Theseus and the Minotaur,painting,mythological
MASTER of the Cassoni Campana,Ariadne in Naxos,painting,mythological
MASTER of the Castello della Manta,View of the south wall,painting,mythological
MASTER of the Castello della Manta,View of the north wall,painting,mythological
MASTER of the Castello della Manta,View of the end (west) wall,painting,mythological
MASTER of the Castello della Manta,View of the end (east) wall,painting,mythological
MASTER of the Castello della Manta,"Fountain of Youth (right image, detail)",painting,mythological
MASTER of the Castello della Manta,Fountain of Youth (central image),painting,mythological
MASTER of the Castello della Manta,Fountain of Youth (right image),painting,mythological
MASTER of the Castello della Manta,"Fountain of Youth (left image, detail)",painting,mythological
MASTER of the Castello della Manta,"Fountain of Youth (central image, detail)",painting,mythological
MASTER of the Castello della Manta,Nine Heroes and Nine Heroines (detail with seven figures),painting,mythological
MASTER of the Castello della Manta,Nine Heroes and Nine Heroines (detail with eight figures),painting,mythological
MASTER of the Castello della Manta,Nine Heroes and Nine Heroines (detail),painting,mythological
MASTER of the Castello Nativity,Sts Justus and Clement Praying for Deliverance from the Vandals,painting,religious
MASTER of the Castello Nativity,The Nativity,painting,religious
MASTER of the Castello Nativity,Sts Justus and Clement Multiplying the Grain of Volterra,painting,religious
MASTER of the Castello Nativity,Madonna and Sts Justus and Clement,painting,religious
MASTER of the Castello Nativity,Madonna and Child with Two Angels (Madonna of Humility),painting,religious
MASTER of the Castello Nativity,Madonna and Child,painting,religious
MASTER of the Castello Nativity,Madonna Adoring the Infant Christ,painting,religious
MASTER of the Castello Nativity,Madonna and Child Enthroned,painting,religious
MASTER of the Catholic Kings,The Marriage at Cana,painting,religious
MASTER of the Catholic Kings,The Marriage at Cana (detail),painting,religious
MASTER of the Catholic Kings,Christ among the Doctors,painting,religious
MASTER of the Christ Church Coronation,Madonna and Child Enthroned between Saints,painting,religious
MASTER of the Christ Church Coronation,Madonna and Child Enthroned between Saints (detail),painting,religious
MASTER of the Clarisse Panel,Crucifixion,painting,religious
MASTER of the Clarisse Panel,Virgin and Child,painting,religious
MASTER of the Clarisse Panel,Virgin and Child (detail),painting,religious
MASTER of the Clarisse Panel,Virgin and Child (detail),painting,religious
MASTER of the Clarisse Panel,Virgin and Child (detail),painting,religious
MASTER of the Clarisse Panel,Virgin and Child (detail),painting,religious
MASTER of the Clarisse Panel,Virgin and Child (detail),painting,religious
MASTER of the Clarisse Panel,Virgin and Child (detail),painting,religious
MASTER of the Clarisse Panel,Virgin and Child (detail),painting,religious
MASTER of the Codex of Saint George,The Crucifixion,painting,religious
MASTER of the Codex of Saint George,The Lamentation,painting,religious
MASTER of the Codex of Saint George,Diptych,painting,religious
MASTER of the Dominican Effigies,Crucifixion,painting,religious
MASTER of the Dominican Effigies,Madonna and Child,painting,religious
MASTER of the Dominican Effigies,Fragment of a Triptych,painting,religious
MASTER of the Fontainebleau School,Mythological Allegory,painting,mythological
MASTER of the Fontainebleau School,Mythological Allegory (detail),painting,mythological
MASTER of the Fontainebleau School,Charity,painting,religious
MASTER of the Fontainebleau School,Allegory of the Birth of the Dauphin,painting,mythological
MASTER of the Fontainebleau School,Diana at the Bath,painting,mythological
MASTER of the Fontainebleau School,Diane de Poitiers,painting,portrait
MASTER of the Fontainebleau School,Portrait of Gabrielle d'Estrées with her Sister,painting,portrait
MASTER of the Fontainebleau School,Gabrielle d'Estrées and one of her Sisters,painting,portrait
MASTER of the Fontainebleau School,Diana Huntress,painting,mythological
MASTER of the Fontainebleau School,Joseph and Potiphar's Wife,painting,mythological
MASTER of the Fontainebleau School,Venus at Her Toilet,painting,mythological
MASTER of the Habsburgs,Adoration of the Magi (fragment),painting,religious
MASTER of the Habsburgs,Virgin and Child,painting,religious
MASTER of the Holy Blood,Virgin and Child with St Catherine and St Barbara,painting,religious
MASTER of the Holy Blood,Virgin and Child with St Catherine and St Barbara (closed),painting,religious
MASTER of the Holy Kinship,The Holy Kinship Altarpiece (central panel),painting,religious
MASTER of the Holy Kinship,The Adoration of the Magi,painting,religious
MASTER of the Holy Kinship,The Throne of Grace,painting,religious
MASTER of the Housebook,Coronation of Mary,painting,religious
MASTER of the Housebook,Double Portrait (Pair of Lovers),painting,portrait
MASTER of the Housebook,The Lamentation of Christ,painting,religious
MASTER of the Housebook,The Last Supper,painting,religious
MASTER of the Housebook,Virgin and Child with St Anne,painting,religious
MASTER of the Isaac Stories,Vault with the Church Fathers,painting,religious
MASTER of the Isaac Stories,Vault with the Church Fathers,painting,religious
MASTER of the Isaac Stories,Vault with the Church Fathers,painting,religious
MASTER of the Isaac Stories,The Doctors of the Church (detail of St Jerome),painting,religious
MASTER of the Isaac Stories,The Doctors of the Church (detail),painting,religious
MASTER of the Isaac Stories,Scenes from the Old Testament: Isaac Blessing Jacob,painting,religious
MASTER of the Isaac Stories,Scenes from the Old Testament: Isaac Blessing Jacob (detail),painting,religious
MASTER of the Isaac Stories,Scenes from the Old Testament: Isaac Rejecting Esau,painting,religious
MASTER of the Isaac Stories,Scenes from the Old Testament: Isaac Rejecting Esau (detail),painting,religious
MASTER of the Isaac Stories,Scenes from the Old Testament: Isaac Rejecting Esau (detail),painting,religious
MASTER of the Isaac Stories,Scenes from the Old Testament: Isaac Rejecting Esau (detail),painting,religious
MASTER of the Joseph Sequence,Joseph and the Wife of Puthiphar,painting,religious
MASTER of the Joseph Sequence,Wings of an Altarpiece,painting,religious
MASTER of the Lazzaroni Madonna,Triptych of the Madonna with Child,painting,religious
MASTER of the Legend of Saint Barbara,Epitaph for the Nun Janne Colijns,painting,religious
MASTER of the Legend of Saint Barbara,St Ursula Protecting the Eleven Thousand Virgins with Her Cloak,painting,religious
MASTER of the Legend of Saint Catherine,Crucifixion of Christ,painting,religious
MASTER of the Legend of Saint Lucy,Legend of St Lucy,painting,religious
MASTER of the Legend of Saint Lucy,Legend of St Lucy (detail),painting,religious
MASTER of the Legend of Saint Lucy,St Nicholas Altarpiece (central panel),painting,religious
MASTER of the Legend of Saint Lucy,St Sebastian,painting,religious
MASTER of the Legend of Saint Lucy,Virgin Surrounded by Female Saints,painting,religious
MASTER of the Legend of Saint Lucy,Lamentation,painting,religious
MASTER of the Legend of Saint Lucy,"Mary, Queen of Heaven",painting,religious
MASTER of the Legend of Saint Lucy,Virgin of the Rose Garden,painting,religious
MASTER of the Legend of Saint Lucy,Virgin and Child in a Landscape,painting,religious
MASTER of the Legend of Saint Ursula (I),"Legend of St Ursula, the Church and the Synagogue",painting,religious
MASTER of the Legend of Saint Ursula (I),Scenes from the Life of St Ursula (detail),painting,religious
MASTER of the Legend of Saint Ursula (I),Legend of St Ursula (closed),painting,religious
MASTER of the Legend of Saint Ursula (I),Portrait of Ludovico Portinari,painting,portrait
MASTER of the Legend of Saint Ursula (I),Triptych of the Annunciation,painting,religious
MASTER of the Legend of Saint Ursula (I),Triptych of the Annunciation (detail),painting,religious
MASTER of the Legend of Saint Ursula (I),Triptych of the Annunciation (detail),painting,religious
MASTER of the Legend of Saint Ursula (I),Triptych of the Annunciation (detail),painting,religious
MASTER of the Legend of Saint Ursula (I),Triptych of the Annunciation (detail),painting,religious
MASTER of the Legend of Saint Ursula (I),Triptych of the Annunciation (detail),painting,religious
MASTER of the Legend of Saint Ursula (I),Triptych of the Annunciation (detail),painting,religious
MASTER of the Legend of Saint Ursula (I),Diptych with the Virgin and Child and Three Donors,painting,religious
MASTER of the Legend of Saint Ursula (I),Portrait of a Lady with a Carnation,painting,portrait
MASTER of the Legend of Saint Ursula (I),Virgin and Child with an Angel,painting,religious
MASTER of the Legend of Saint Ursula (I),Virgin and Child Adored by a Donor Presented by St Michael,painting,religious
MASTER of the Legend of Saint Ursula (I),St Michael Fighting Demons,painting,religious
MASTER of the Legend of Saint Ursula (I),St Veronica with the Sudarium,painting,religious
MASTER of the Legend of Saint Ursula (I),Angels Supporting the Veil of St Veronica,painting,religious
MASTER of the Legend of Saint Ursula (I),Head of Christ,painting,religious
MASTER of the Legend of Saint Ursula (I),"The Martyrdom of St. Ursula and the 11,000 Virgins",painting,religious
MASTER of the Legend of Saint Ursula (II),Ursula with her Parents at the Altar,painting,religious
MASTER of the Legend of Saint Ursula (II),St Ursula Announces to her Father her Departure on a Pilgrimage to Rome,painting,religious
MASTER of the Legend of Saint Ursula (II),Dream of St Ursula,painting,religious
MASTER of the Life of Saint John the Baptist,Madonna and Child with Angels,painting,religious
MASTER of the Life of Saint John the Baptist,Scenes from the Life of Saint John the Baptist,painting,religious
MASTER of the Life of Saint John the Baptist,Scenes from the Life of Saint John the Baptist,painting,religious
MASTER of the Life of Saint John the Baptist,Scenes from the Life of Saint John the Baptist,painting,religious
MASTER of the Life of the Virgin,The Birth of Mary,painting,religious
MASTER of the Life of the Virgin,The Birth of Mary (detail),painting,religious
MASTER of the Life of the Virgin,Visitation,painting,religious
MASTER of the Life of the Virgin,"Christ on the Cross with Mary, John and Mary Magdalene",painting,religious
MASTER of the Life of the Virgin,Triptych of Canon Gerhard ter Streegen de Monte,painting,religious
MASTER of the Life of the Virgin,Virgin and Child,painting,religious
MASTER of the Life of the Virgin,The Virgin of Mercy,painting,religious
MASTER of the Life of the Virgin,Virgin and Child with Three Saints,painting,religious
MASTER of the Lille Adoration,Adoration of Shepherds,painting,religious
MASTER of the Lille Adoration,The Holy Kinship,painting,religious
MASTER of the Lille Adoration,The Holy Family with Coats of Arms,painting,religious
MASTER of the Lille Adoration,Portrait of a Man,painting,portrait
MASTER of the Lyversberg Passion,Lyversberg Passion (detail),painting,religious
MASTER of the Lyversberg Passion,Lyversberg Passion (detail),painting,religious
MASTER of the Lyversberg Passion,Lyversberg Passion (detail),painting,religious
MASTER of the Lyversberg Passion,Lyversberg Passion (detail),painting,religious
MASTER of the Munich Marian Panels,The Annunciation,painting,religious
MASTER of the Munich Marian Panels,The Nativity,painting,religious
MASTER of the Munich Marian Panels,Virgin and Child with a Donor Presented by St Jerome,painting,religious
MASTER of the Osservanza,St Anthony Tempted by Gold,painting,religious
MASTER of the Osservanza,St Anthony Distributing his Wealth to the Poor,painting,religious
MASTER of the Osservanza,St Anthony Goes in Search of St Paul the Hermit,painting,religious
MASTER of the Osservanza,St Anthony at Mass Dedicates His Life to God,painting,religious
MASTER of the Osservanza,The Resurrection,painting,religious
MASTER of the Osservanza,The Descent into Limbo,painting,religious
MASTER of the Osservanza,The Redeemer,painting,religious
MASTER of the Osservanza,St John the Evangelist,painting,religious
MASTER of the Palazzo Venezia Madonna,Virgin and Child,painting,religious
MASTER of the Palazzo Venezia Madonna,St Mary Magdalene,painting,religious
MASTER of the Palazzo Venezia Madonna,St Peter,painting,religious
MASTER of the Palazzo Venezia Madonna,St Mary Magdalene (detail),painting,religious
MASTER of the Palazzo Venezia Madonna,St Peter (detail),painting,religious
MASTER of the Palazzo Venezia Madonna,St Vittore of Siena,painting,religious
MASTER of the Palazzo Venezia Madonna,St Corona,painting,religious
MASTER of the Parrot,Mary Magdalen,painting,religious
MASTER of the Parrot,Mary Magdalen,painting,religious
MASTER of the Parrot,Virgin with the Sleeping Christ Child,painting,religious
MASTER of the Parrot,Virign and Child in a Panoramic Landscape,painting,religious
MASTER of the Parrot,Virgin and Child in a Panoramic Landscape (detail),painting,religious
MASTER of the Pesaro Crucifix,St Cecilia and Her Husband Valerian Being Crowned by an Angel,painting,religious
MASTER of the Pesaro Crucifix,Crucifix,painting,religious
MASTER of the Pesaro Crucifix,Virgin and Child Enthroned,painting,religious
MASTER of the Pesaro Crucifix,Virgin and Child Enthroned (detail),painting,religious
MASTER of the Pfullendorf Altar,The Birth of Mary,painting,religious
MASTER of the Pietà,The Crucifixion,painting,religious
MASTER of the Pietà,The Crucifixion (detail),painting,religious
MASTER of the Pietà,The Madonna and Child Enthroned,painting,religious
MASTER of the Pietà,The Madonna and Child Enthroned (detail),painting,religious
MASTER of the Pietà,The Crucifixion,painting,religious
MASTER of the Pietà,Crucifixion and the Virgin Annunciate,painting,religious
MASTER of the Pietà,Pietà and Angel of the Annunciation,painting,religious
MASTER of the Polling Panels,Prince Tassilo Rides to Hunting,painting,landscape
MASTER of the Polling Panels,Adoration of the Child,painting,religious
MASTER of the Prodigal Son,Parable of the Prodigal Son,painting,religious
MASTER of the Prodigal Son,Pietà,painting,religious
MASTER of the Prodigal Son,Virgin and Child,painting,religious
MASTER of the Prodigal Son,Virgin and Child (detail),painting,religious
MASTER of the St. Bartholomew Altar,The Baptism of Christ,painting,religious
MASTER of the St. Bartholomew Altar,Crucifixion Altarpiece,painting,religious
MASTER of the St. Bartholomew Altar,Crucifixion Altarpiece (exterior of the wings),painting,religious
MASTER of the St. Bartholomew Altar,The Descent from the Cross,painting,religious
MASTER of the St. Bartholomew Altar,The Deposition,painting,religious
MASTER of the St. Bartholomew Altar,The Holy Family,painting,religious
MASTER of the St. Bartholomew Altar,"St Agnes, St Bartholomew and St Cecilia",painting,religious
MASTER of the St. Bartholomew Altar,"St Agnes, St Bartholomew and St Cecilia (detail)",painting,religious
MASTER of the St. Bartholomew Altar,Virgin and Child with St Anne,painting,religious
MASTER of the St. Bartholomew Altar,St Thomas Altarpiece,painting,religious
MASTER of the St. Bartholomew Altar,Virgin and Child,painting,religious
MASTER of the Story of Griselda,Artemisia,painting,mythological
MASTER of the Straus Madonna,Madonna and Child,painting,religious
MASTER of the Straus Madonna,Virgin and Child with Music-Making Angels,painting,religious
MASTER of the Straus Madonna,Adoration of the Magi,painting,religious
MASTER of the Straus Madonna,Annunciation,painting,religious
MASTER of the Straus Madonna,Christ on the Cross,painting,religious
MASTER of the Straus Madonna,St John the Evangelist,painting,religious
MASTER of the Tegernsee Passion,"Crucifixion, detail from right side",painting,religious
MASTER of the Trebon Altarpiece,The Adoration of Jesus,painting,religious
MASTER of the Trebon Altarpiece,The Resurrection,painting,religious
MASTER of the Trebon Altarpiece,Roudnice Madonna,painting,religious
MASTER of the Vienna Adoration,Adoration,painting,religious
MASTER of the View of Ste Gudule,St Catherine of Alexandria with Sts Elizabeth of Hungary and Dorothy,painting,religious
MASTER of the View of Ste Gudule,Three Female Supplicants,painting,religious
MASTER of the Virgo inter Virgines,"Virgin and Child with Sts Catherine, Cecilia, Barbara, and Ursula",painting,religious
MASTER of the Virgo inter Virgines,Adoration of the Magi,painting,religious
MASTER of the Virgo inter Virgines,Crucifixion,painting,religious
MASTER of the Virgo inter Virgines,Crucifixion,painting,religious
MASTER of the Votive Panel of Sankt Lambrecht,Votive panel from Sankt Lambrecht Abbey,painting,religious
MASTER of the Votive Panel of Sankt Lambrecht,Nativity (recto),painting,religious
MASTER of the Votive Panel of Sankt Lambrecht,Christ on the Mount of Olives (verso),painting,religious
MASTER of the Votive Panel of Sankt Lambrecht,The Holy Trinity,painting,religious
MASTER THEODERIC,Chapel of the Holy Cross,painting,religious
MASTER THEODERIC,Paintings of Saints,painting,religious
MASTER THEODERIC,Painting of a Saint,painting,religious
MASTER THEODERIC,St Gregory,painting,religious
MASTER THEODERIC,St Jerome,painting,religious
MASTER THEODERIC,Votive Panel,painting,religious
MASTER THOMAS de Coloswar,Crucifixion,painting,religious
MASTER THOMAS de Coloswar,The Death of St Giles,painting,religious
MASTER THOMAS de Coloswar,Christ Carrying the Cross,painting,religious
MASTER THOMAS de Coloswar,Ascension,painting,religious
"MATEJKO, Jan",Portrait of Fryderyk Czartoryski,painting,portrait
"MATEJKO, Jan",Stañczyk,painting,portrait
"MATES, Joan",Sts John the Baptist and John the Evangelist with a Donor,painting,religious
"MATTEINI, Teodoro",Girl with Letter,painting,portrait
"MATTEIS, Paolo de",Apollo and Daphne,painting,mythological
MATTEO di Giovanni,St Nicholas of Bari,painting,religious
MATTEO di Giovanni,St Nicholas of Bari (detail),painting,religious
MATTEO di Giovanni,St Jerome,painting,religious
MATTEO di Giovanni,Annunciation with Saints,painting,religious
MATTEO di Giovanni,Assumption of the Virgin,painting,religious
MATTEO di Giovanni,Assumption of the Virgin,painting,religious
MATTEO di Giovanni,The Apostle St Bartholomew,painting,religious
MATTEO di Giovanni,St Bernardino Restoring a Child to Life,painting,religious
MATTEO di Giovanni,Calling of Sts Peter and Andrew,painting,religious
MATTEO di Giovanni,Massacre of the Innocents,painting,religious
MATTEO di Giovanni,Madonna with Child and Two Angels,painting,religious
MATTEO di Giovanni,Madonna with Child and Two Angels (detail),painting,religious
MATTEO di Giovanni,Madonna with Child and Two Angels,painting,religious
MATTEO di Giovanni,Madonna and Child with Angels and Cherubim,painting,religious
MATTEO di Giovanni,"Madonna and Child with Sts Jerome, Catherine of Alexandria, and Angels",painting,religious
MATTEO di Giovanni,Madonna and Child with Six Saints,painting,religious
MATTEO di Giovanni,St Sebastian,painting,religious
MATTEO di Giovanni,Virgin and Child with Saints and Angels,painting,religious
MATTEO di Giovanni,Virgin and Child with Two Angels,painting,religious
MATTEO di Giovanni,Virgin and Child with Sts John the Baptist and Jerome,painting,religious
MATTEO di Giovanni,Virgin and Child with Sts Catherine and Christopher,painting,religious
MATTEO di Giovanni,Virgin and Child with Angels and Saints,painting,religious
MATTEO di Giovanni,Virgin with Child and Angels,painting,religious
MATTEO DI PACINO,Apparition of the Virgin to St Bernard,painting,religious
MATTEO DI PACINO,Sts Cosmas and Damian,painting,religious
"MATTHIEU, Georg David",Friedrich der Fromme,painting,portrait
"MATTHIEU, Georg David",Joachim Ulrich Giese,painting,portrait
"MATTHIEU, Georg David",The Wife of Joachim Ulrich Giese,painting,portrait
"MAUFRA, Maxime",Ile de Bréhat,painting,landscape
"MAULBERTSCH, Franz Anton",Rebecca and Eliezer,painting,religious
"MAULBERTSCH, Franz Anton",Joseph and his Brothers,painting,religious
"MAULBERTSCH, Franz Anton",Allegory of the Alba,painting,mythological
"MAULBERTSCH, Franz Anton",The Beheading of John the Baptist,painting,religious
"MAULBERTSCH, Franz Anton",The Beheading of John the Baptist (detail),painting,religious
"MAULBERTSCH, Franz Anton",Mary Magdalene,painting,religious
"MAULBERTSCH, Franz Anton",The Sacrifice of Isaac,painting,religious
"MAULBERTSCH, Franz Anton",The Education of the Virgin,painting,religious
"MAULBERTSCH, Franz Anton",The Last Supper,painting,religious
"MAULBERTSCH, Franz Anton",St Narcissus in Glory,painting,religious
"MAULBERTSCH, Franz Anton",Christ and God the Father,painting,religious
"MAULBERTSCH, Franz Anton",Adoration of the Shepherds,painting,religious
"MAULBERTSCH, Franz Anton",Adoration of the Shepherds (detail),painting,religious
"MAULBERTSCH, Franz Anton",Crucifixion,painting,religious
"MAULBERTSCH, Franz Anton",St Paul,painting,religious
"MAULBERTSCH, Franz Anton",Allegory on the Fate of Art,painting,mythological
"MAULBERTSCH, Franz Anton",Apotheosis of a Hungarian Saint,painting,religious
"MAULBERTSCH, Franz Anton",Visitation (Meeting of Mary and Elisabeth),painting,religious
"MAULBERTSCH, Franz Anton",Visitation (detail),painting,religious
"MAULBERTSCH, Franz Anton",Ceiling decoration,painting,religious
"MAULBERTSCH, Franz Anton",Ceiling decoration (detail),painting,religious
"MAULBERTSCH, Franz Anton",Decoration of the Cupola,painting,religious
"MAULBERTSCH, Franz Anton",Decoration of the Cupola (detail),painting,religious
"MAULBERTSCH, Franz Anton",Annunciation (study),painting,religious
"MAULBERTSCH, Franz Anton",The Trinity,painting,religious
"MAUPERCHÉ, Henri",Landscape with Jephthah and his Daughter,painting,landscape
"MAUREAU, Alphonse",Banks of the Seine,painting,landscape
"MAURER, Hubert",Odysseus with Circe,painting,mythological
"MAUVE, Anton",Morning Ride on the Beach,painting,landscape
"MAYER, Marie-Constance",The Sleep of Venus and Cupid,painting,mythological
"MAYR, Johann Ulrich",Self-Portrait,painting,portrait
"MAYR, Johann Ulrich",Self-Portrait in a Blue Coat with Cuirass,painting,portrait
"MAZO, Juan Bautista Martinez del",The Artist's Family,painting,portrait
"MAZO, Juan Bautista Martinez del",Infante Don Baltazar Carlos,painting,portrait
"MAZO, Juan Bautista Martinez del",Portrait of the Infanta Margarita,painting,portrait
"MAZO, Juan Bautista Martinez del",The Empress Doña Margarita de Austria in Mourning Dress,painting,portrait
"MAZO, Juan Bautista Martinez del",View of Zaragoza,painting,landscape
"MAZO, Juan Bautista Martinez del",Woman with a Sleeping Child,painting,portrait
"MAZONE, Giovanni",Della Rovere Triptych,painting,religious
"MAZZA, Tommaso del",Madonna and Child with Six Saints,painting,religious
"MAZZA, Tommaso del",Virgin and Child with Eight Angels,painting,religious
"MAZZA, Tommaso del",Sts John the Baptist and Anthony of Padua with the Donor Bonifazio Lupi,painting,religious
"MAZZA, Tommaso del","Sts John the Evangelist and Louis of Toulouse with Catarina dei Francesi, the Donor's Wife",painting,religious
"MAZZANTI, Ludovico",Assumption of the Virgin,painting,religious
"MAZZIERE, Agnolo di Domenico",Sts Bartholomew and Julian the Hospitaler,painting,religious
"MAZZIERE, Agnolo di Domenico",Virgin and Child,painting,religious
"MAZZIERE, Agnolo di Domenico",Rest on the Flight into Egypt,painting,religious
"MAZZIERE, Agnolo di Domenico",Lucretia Announcing Her Suicide,painting,mythological
"MAZZIERE, Agnolo di Domenico",Portrait of a Young Woman,painting,portrait
"MAZZIERE, Agnolo di Domenico",Portrait of a Youth,painting,portrait
"MAZZIERE, Agnolo di Domenico",Portrait of a Young Man,painting,portrait
"MAZZIERE, Agnolo di Domenico",Portrait of a Boy,painting,portrait
"MAZZIERE, Agnolo di Domenico",St Anthony Abbot,painting,religious
"MAZZIERE, Agnolo di Domenico",Virgin and Child with Sts John the Baptist and Verdiana,painting,religious
"MAZZOLA BEDOLI, Girolamo",The Holy Family,painting,religious
"MAZZOLA BEDOLI, Girolamo",Marriage of St Catherine,painting,religious
"MAZZOLA BEDOLI, Girolamo",Portrait of a Lady,painting,portrait
"MAZZOLA, Giuseppe",The Wedding of Peleus and Thetis,painting,mythological
"MAZZOLINO, Ludovico",Adoration of the Shepherds,painting,religious
"MAZZOLINO, Ludovico",Adoration of the Magi,painting,religious
"MAZZOLINO, Ludovico",Adoration of the Magi,painting,religious
"MAZZOLINO, Ludovico",Circumcision,painting,religious
"MAZZOLINO, Ludovico",The Incredulity of St Thomas,painting,religious
"MAZZOLINO, Ludovico",St Jerome in Contemplation,painting,religious
"MAZZOLINO, Ludovico",St Jerome in Contemplation (detail),painting,religious
"MAZZOLINO, Ludovico",Madonna and Child with Saints,painting,religious
"MAZZOLINO, Ludovico",Pietà,painting,religious
"MAZZOLINO, Ludovico",Christ before Pilate,painting,religious
"MAZZONI, Sebastiano",Annunciation,painting,religious
"MAZZONI, Sebastiano",Bacchus and Ariadne,painting,mythological
"MAZZONI, Sebastiano",St Benedict Presents Pasqualino Daneli to the Virgin,painting,religious
"MAZZONI, Sebastiano",Raising of the Cross,painting,religious
"MCCULLOCH, Horatio","Kilchurn Castle, Loch Awe",painting,landscape
"MECKEL, Adolf von",Bedouins in the Desert,painting,landscape
"MECKEL, Adolf von",British Gas Works on the River Spree,painting,landscape
"MECKEL, Adolf von","Saint Catherine's Monastery, Sinai",painting,landscape
"MEDIEVAL SCULPTOR, Italian",Ambo,painting,religious
"MEDIEVAL SCULPTOR, Italian",Ambo (detail),painting,religious
"MEDNYÁNSZKY, László",Marshland,painting,landscape
"MEDNYÁNSZKY, László",Angler,painting,landscape
"MEDNYÁNSZKY, László",Landscape in Autumn,painting,landscape
"MEDNYÁNSZKY, László",View of Dunajec,painting,landscape
"MEDNYÁNSZKY, László",Mountain Landscape with Lake,painting,landscape
"MEDNYÁNSZKY, László",Under the Cross,painting,landscape
"MEDNYÁNSZKY, László",Jan Horak,painting,portrait
"MEDNYÁNSZKY, László",Wounded Soldier,painting,portrait
"MEHUS, Livio",The Flight to Egypt,painting,religious
"MEHUS, Livio",The Genius of Sculpture,painting,mythological
"MEHUS, Livio",The Genius of Painting,painting,mythological
"MEI, Bernardino",Allegory of Justice,painting,mythological
"MEI, Bernardino",Allegory of Justice (detail),painting,mythological
"MEI, Bernardino",Allegory of Justice (detail),painting,mythological
"MEI, Bernardino",Allegory of Fortune,painting,mythological
"MEI, Bernardino",The Vision of St Jerome,painting,religious
"MEIFRÉN Y ROIG, Eliseo",The Marne,painting,landscape
"MEISSONIER, Jean-Louis-Ernest",Portrait of Marquesa de Manzanedo,painting,portrait
"MEISSONIER, Jean-Louis-Ernest",Mounted Cavalier,painting,portrait
"MEISSONIER, Jean-Louis-Ernest",Napoleon and his Staff,painting,portrait
"MELBYE, Anton",Ships in Calm Water on the Bosphorus,painting,landscape
"MELBYE, Anton",Sea at Night,painting,landscape
"MELBYE, Anton",Seascape,painting,landscape
"MELÉNDEZ, Luis",Portrait of the Artist,painting,portrait
MELIORE,Christ the Redeemer and Four Saints,painting,religious
"MELLIN, Charles",The Tuscan General Alessandro del Borro (?),painting,portrait
"MELLIN, Charles",Judith with the Head of Holofernes,painting,mythological
"MELLIN, Charles",Roman Charity,painting,mythological
"MELONE, Altobello",Tobias and the Angel,painting,religious
"MELONE, Altobello",Christ Carrying the Cross,painting,religious
"MELONE, Altobello",Flight to Egypt,painting,religious
"MELONE, Altobello",Massacre of the Innocents,painting,religious
"MELONE, Altobello",Portrait of Alda Gambara,painting,portrait
MELOZZO DA FORLI,Music-making Angel,painting,religious
MELOZZO DA FORLI,Music-making Angel,painting,religious
MELOZZO DA FORLI,Angel with Tambourine,painting,religious
MELOZZO DA FORLI,Apostle,painting,religious
MELOZZO DA FORLI,Annunciation,painting,religious
MELOZZO DA FORLI,Foundation of the Library,painting,religious
