AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,TYPE,SCHOOL,TIMEFRAME
"ZIEM, Félix","(b. 1821, Beaune, d. 1911, Paris)",Venetian Fishing Boat,-,Watercolour. 200 x 290 mm,"Metropolitan Museum of Art, New York",https://www.wga.hu/html/z/ziem/ziem2.html,painting,landscape,French,1851-1900
"ZIEM, Félix","(b. 1821, Beaune, d. 1911, Paris)",Harbour at Constantinople,c. 1885,"Oil on canvas, 82 x 142 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/z/ziem/ziem3.html,painting,landscape,French,1851-1900
"ZIEM, Félix","(b. 1821, Beaune, d. 1911, Paris)","Doge's Palace, Venice",c. 1842,"Oil on canvas, 55 x 80 cm","The Clark Art Institute, Williamstown",https://www.wga.hu/html/z/ziem/ziem4.html,painting,landscape,French,1851-1900
"ZIEM, Félix","(b. 1821, Beaune, d. 1911, Paris)","Golden Horn, Constantinople",-,"Oil on canvas, 135 x 219 cm",Private collection,https://www.wga.hu/html/z/ziem/ziem5.html,painting,landscape,French,1851-1900
"ZIEM, Félix","(b. 1821, Beaune, d. 1911, Paris)","Riva degli Schiavone, Venice",c. 1847,"Oil on canvas, 68 x 105 cm",Private collection,https://www.wga.hu/html/z/ziem/ziem6.html,painting,landscape,French,1851-1900
"ZIEM, Félix","(b. 1821, Beaune, d. 1911, Paris)","San Simeone Piccolo, Venice",1865,"Oil on canvas, 54 x 69 cm",Private collection,https://www.wga.hu/html/z/ziem/ziem7.html,painting,landscape,French,1851-1900
"ZIEM, Félix","(b. 1821, Beaune, d. 1911, Paris)","The Rialto Bridge, Venice",-,"Oil on panel, 72 x 93 cm",Private collection,https://www.wga.hu/html/z/ziem/ziem8.html,painting,landscape,French,1851-1900
"ZIEM, Félix","(b. 1821, Beaune, d. 1911, Paris)",A View of Venice,-,"Oil on panel, 60 x 81 cm",Private collection,https://www.wga.hu/html/z/ziem/ziem9.html,painting,landscape,French,1851-1900
"ZIEM, Félix","(b. 1821, Beaune, d. 1911, Paris)",Venice: Cannon Shot in the Basin,-,"Oil on canvas, 50 x 83 cm",Private collection,https://www.wga.hu/html/z/ziem/ziem91.html,painting,landscape,French,1851-1900
"ZIMMERMANN, August Albert","(b. 1808, Zittau, d. 1888, München)",View of the Dachstein Massif,-,"Oil on panel, 27 x 52 cm",Private collection,https://www.wga.hu/html/z/zimmerm/dachstei.html,painting,landscape,German,1801-1850
"ZIMMERMANN, August Albert","(b. 1808, Zittau, d. 1888, München)",Mountain with Waterfall,-,Oil on panel,Private collection,https://www.wga.hu/html/z/zimmerm/waterfal.html,painting,landscape,German,1801-1850
"ZIMMERMANN, Carl Friedrich","(b. 1796, Berlin, d. 1820, Wolfratshausen)",Armour Room in the Palace of Prince Frederick of Prussia,-,"Oil on canvas, 73 x 97 cm","Schloss Charlottenburg, Berlin",https://www.wga.hu/html/z/zimmermx/armour_r.html,painting,interior,German,1801-1850
"ZIMMERMANN, Dominikus","(b. 1685, Wessobrunn, d. 1766, Wies)",Pulpit,1746-56,Stucco and wood,"Pilgrimage church, Wies",https://www.wga.hu/html/z/zimmerma/dominiku/pulpit.html,sculpture,religious,German,1701-1750
"ZIMMERMANN, Dominikus","(b. 1685, Wessobrunn, d. 1766, Wies)",Exterior view,1729-33,Photo,"St. Peter and St. Paul, Steinhausen",https://www.wga.hu/html/z/zimmerma/dominiku/steinha1.html,architecture,other,German,1701-1750
"ZIMMERMANN, Dominikus","(b. 1685, Wessobrunn, d. 1766, Wies)",Interior view,1729-33,Photo,"St. Peter and St. Paul, Steinhausen",https://www.wga.hu/html/z/zimmerma/dominiku/steinha2.html,architecture,interior,German,1701-1750
"ZIMMERMANN, Dominikus","(b. 1685, Wessobrunn, d. 1766, Wies)",Exterior,begun 1743,Photo,"Pilgrimage church, Wies",https://www.wga.hu/html/z/zimmerma/dominiku/wies1.html,architecture,other,German,1701-1750
"ZIMMERMANN, Dominikus","(b. 1685, Wessobrunn, d. 1766, Wies)",Interior,begun 1743,Photo,"Pilgrimage church, Wies",https://www.wga.hu/html/z/zimmerma/dominiku/wies2.html,architecture,interior,German,1701-1750
"ZIMMERMANN, Johann Baptist","(b. 1680, Wessobrunn, d. 1758, München)",Interior with ceiling fresco,1733,Photo,"St. Peter und Paul, Steinhausen",https://www.wga.hu/html/z/zimmerma/johann/steinhau.html,painting,interior,German,1701-1750
"ZIMMERMANN, Johann Baptist","(b. 1680, Wessobrunn, d. 1758, München)","The Nymph, as Symbol of Nymphenburg",1757,Ceiling fresco,"Schloss Nymphenburg, Munich",https://www.wga.hu/html/z/zimmerma/johann/thenymph.html,painting,mythological,German,1701-1750
"ZINNIK, Gilbertus van","(b. 1627, Grimbergen, d. 1660, Grimbergen)",Exterior view,begun 1647,Photo,"Norbertine Abbey Church, Grimbergen",https://www.wga.hu/html/z/zinnik/grimber1.html,architecture,other,Flemish,1651-1700
"ZINNIK, Gilbertus van","(b. 1627, Grimbergen, d. 1660, Grimbergen)",Exterior view,begun 1647,Photo,"Norbertine Abbey Church, Grimbergen",https://www.wga.hu/html/z/zinnik/grimber2.html,architecture,other,Flemish,1651-1700
"ZINNIK, Gilbertus van","(b. 1627, Grimbergen, d. 1660, Grimbergen)",Interior view,begun 1647,Photo,"Norbertine Abbey Church, Grimbergen",https://www.wga.hu/html/z/zinnik/grimber3.html,architecture,other,Flemish,1651-1700
"ZINNIK, Gilbertus van","(b. 1627, Grimbergen, d. 1660, Grimbergen)",Interior view,begun 1647,Photo,"Norbertine Abbey Church, Grimbergen",https://www.wga.hu/html/z/zinnik/grimber4.html,architecture,other,Flemish,1651-1700
"ZOCCHI, Cosimo",(active 1740-c. 1770),The Sermon of a Sibyl,1769,Engraving,Private collection,https://www.wga.hu/html/z/zocchi/cosimo/sermon1.html,graphics,mythological,Italian,1701-1750
"ZOCCHI, Emilio","(b. 1835, Firenze, d. 1913, Firenze)",Young Christopher Columbus Gazing Out at Sea,1868,"White marble, height 96 cm",Private collection,https://www.wga.hu/html/z/zocchi_e/columbus.html,sculpture,other,Italian,1851-1900
"ZOCCHI, Emilio","(b. 1835, Firenze, d. 1913, Firenze)",Young Peasant Couple,-,"Alabaster, height 58 cm",Private collection,https://www.wga.hu/html/z/zocchi_e/couple.html,sculpture,genre,Italian,1851-1900
"ZOCCHI, Emilio","(b. 1835, Firenze, d. 1913, Firenze)",Michelangelo,-,"Marble, height 51 cm",Private collection,https://www.wga.hu/html/z/zocchi_e/michela1.html,sculpture,portrait,Italian,1851-1900
"ZOCCHI, Emilio","(b. 1835, Firenze, d. 1913, Firenze)",The Young Michelangelo,1861,"Marble, height 60 cm","Galleria Palatina (Palazzo Pitti), Florence",https://www.wga.hu/html/z/zocchi_e/michela2.html,sculpture,portrait,Italian,1851-1900
"ZOCCHI, Giuseppe","(b. ca. 1717, Firenze, d. 1767, Firenze)",The Piazza della Signoria in Florence,-,"Oil on canvas, 57 x 87 cm",Private collection,https://www.wga.hu/html/z/zocchi/giuseppe/firenze1.html,painting,landscape,Italian,1701-1750
"ZOCCHI, Giuseppe","(b. ca. 1717, Firenze, d. 1767, Firenze)",View af the Arno in Florence,-,"Oil on canvas, 57 x 87 cm",Private collection,https://www.wga.hu/html/z/zocchi/giuseppe/firenze2.html,painting,landscape,Italian,1701-1750
"ZOCCHI, Giuseppe","(b. ca. 1717, Firenze, d. 1767, Firenze)",Florence Cathedral,1754,Etching,-,https://www.wga.hu/html/z/zocchi/giuseppe/firenze3.html,graphics,religious,Italian,1701-1750
"ZOCCHI, Giuseppe","(b. ca. 1717, Firenze, d. 1767, Firenze)",Canto dei Carnesecchi,-,Etching and engraving,"Metropolitan Museum of Art, New York",https://www.wga.hu/html/z/zocchi/giuseppe/firenze4.html,graphics,other,Italian,1701-1750
"ZOCCHI, Giuseppe","(b. ca. 1717, Firenze, d. 1767, Firenze)",View of Florence,-,Etching and engraving,"British Museum, London",https://www.wga.hu/html/z/zocchi/giuseppe/firenze5.html,graphics,landscape,Italian,1701-1750
"ZOCCHI, Giuseppe","(b. ca. 1717, Firenze, d. 1767, Firenze)",Italianate River Landscape,-,"Oil on canvas, 141 x 127 cm",Private collection,https://www.wga.hu/html/z/zocchi/giuseppe/landscap.html,painting,landscape,Italian,1701-1750
"ZOCCHI, Giuseppe","(b. ca. 1717, Firenze, d. 1767, Firenze)",The Sermon of a Sibyl,-,"Oil on canvas, 55 x 34 cm",Private collection,https://www.wga.hu/html/z/zocchi/giuseppe/sermon.html,painting,mythological,Italian,1701-1750
"ZOFFANY, Johann","(b. 1733, Frankfurt, d. 1810, Strand-on-the-Green)",Portrait of Ann Brown in the Role of Miranda,c. 1770,"Oil on canvas, 218 x 159 cm","Museo Thyssen-Bornemisza, Madrid",https://www.wga.hu/html/z/zoffany/annbrown.html,painting,portrait,German,1751-1800
"ZOFFANY, Johann","(b. 1733, Frankfurt, d. 1810, Strand-on-the-Green)","Portrait of Don Ferdinando di Borbone, Duke of Parma",-,"Oil on canvas, 84 x 112 cm",Private collection,https://www.wga.hu/html/z/zoffany/borbone.html,painting,portrait,German,1751-1800
"ZOFFANY, Johann","(b. 1733, Frankfurt, d. 1810, Strand-on-the-Green)",Portrait of Archduchess Maria Amalia of Austria,1770s,"Oil on canvas, 73 x 43 cm",Private collection,https://www.wga.hu/html/z/zoffany/portrait.html,painting,portrait,German,1751-1800
"ZOFFANY, Johann","(b. 1733, Frankfurt, d. 1810, Strand-on-the-Green)",Portrait of Sir Robert Preston,1781-82,"Oil on canvas, 76 x 64 cm",Private collection,https://www.wga.hu/html/z/zoffany/preston.html,painting,portrait,German,1751-1800
"ZOFFANY, Johann","(b. 1733, Frankfurt, d. 1810, Strand-on-the-Green)",Prince Ernest Gottlob Albert of Mecklenburg-Strelitz,1772,"Oil on canvas, 125,7 x 100,3 cm","Royal Collection, Windsor",https://www.wga.hu/html/z/zoffany/prince_e.html,painting,portrait,German,1751-1800
"ZOFFANY, Johann","(b. 1733, Frankfurt, d. 1810, Strand-on-the-Green)",Portrait of William Stackhouse,1766-67,"Oil on canvas, 77 x 64 cm",Private collection,https://www.wga.hu/html/z/zoffany/stackhou.html,painting,portrait,German,1751-1800
"ZOFFANY, Johann","(b. 1733, Frankfurt, d. 1810, Strand-on-the-Green)",Charles Towneley in his Sculpture Gallery,1782,"Oil on canvas, 127 x 102 cm","Art Gallery and Museum, Burnley",https://www.wga.hu/html/z/zoffany/towneley.html,painting,interior,German,1751-1800
"ZOFFANY, Johann","(b. 1733, Frankfurt, d. 1810, Strand-on-the-Green)",The Tribuna of the Uffizi,1772-78,"Oil on canvas, 124 x 155 cm","Royal Collection, Windsor",https://www.wga.hu/html/z/zoffany/tribuna.html,painting,interior,German,1751-1800
"ZOFFANY, Johann","(b. 1733, Frankfurt, d. 1810, Strand-on-the-Green)",The Tribuna of the Uffizi (detail),1772-78,Oil on canvas,"Royal Collection, Windsor",https://www.wga.hu/html/z/zoffany/tribuna1.html,painting,interior,German,1751-1800
"ZOFFANY, Johann","(b. 1733, Frankfurt, d. 1810, Strand-on-the-Green)",The Tribuna of the Uffizi (detail),1772-78,Oil on canvas,"Royal Collection, Windsor",https://www.wga.hu/html/z/zoffany/tribuna2.html,painting,other,German,1751-1800
"ZOFFANY, Johann","(b. 1733, Frankfurt, d. 1810, Strand-on-the-Green)",Colonel Mordaunt's Cock Match,1784-86,"Oil on canvas, 104 x 150 cm","Tate Gallery, London",https://www.wga.hu/html/z/zoffany/z_cock.html,painting,genre,German,1751-1800
"ZOPPO, Marco","(b. 1433, Cento, d. 1478, Venezia)",Madonna and Child with Angels,1455,"Wood transferred to canvas, 89 x 72 cm","Musée du Louvre, Paris",https://www.wga.hu/html/z/zoppo/mad_child.html,painting,religious,Italian,1451-1500
"ZOPPO, Marco","(b. 1433, Cento, d. 1478, Venezia)",Madonna and Child Enthroned with Saints,1471,"Poplar panel, 262 x 254 cm","Staatliche Museen, Berlin",https://www.wga.hu/html/z/zoppo/madonna.html,painting,religious,Italian,1451-1500
"ZOPPO, Marco","(b. 1433, Cento, d. 1478, Venezia)",St Paul,c. 1468,"Tempera and gilding on panel, 50 x 31 cm","Ashmolean Museum, Oxford",https://www.wga.hu/html/z/zoppo/st_paul.html,painting,religious,Italian,1451-1500
"ZOPPO, Marco","(b. 1433, Cento, d. 1478, Venezia)",The Penitent St Jerome,1465-66,"Tempera on panel, 41 x 33 cm","Pinacoteca Nazionale, Bologna",https://www.wga.hu/html/z/zoppo/stjerome.html,painting,religious,Italian,1451-1500
"ZORN, Anders","(b. 1860, Mora, d. 1920, Mora)",Midsummer's Day Dance,1897,"Oil on canvas, 98 x 140 cm","Nationalmuseum, Stockholm",https://www.wga.hu/html/z/zorn/daydance.html,painting,other,Swedish,1851-1900
"ZORN, Anders","(b. 1860, Mora, d. 1920, Mora)",Girl with a Cigarette,1892,Oil on canvas,"Fine Arts Museums of San Francisco, San Francisco",https://www.wga.hu/html/z/zorn/girl_ci1.html,painting,portrait,Swedish,1851-1900
"ZORN, Anders","(b. 1860, Mora, d. 1920, Mora)",Girl with a Cigarette,1892,"Etching and drypoint, 155 x 116 mm","Galleria degli Uffizi, Florence",https://www.wga.hu/html/z/zorn/girl_ci2.html,graphics,portrait,Swedish,1851-1900
"ZORN, Anders","(b. 1860, Mora, d. 1920, Mora)",Girl Playing Mandolin,1884,"Watercolour with white heightening, 495 x 310 mm",Private collection,https://www.wga.hu/html/z/zorn/girlplay.html,graphics,genre,Swedish,1851-1900
"ZORN, Anders","(b. 1860, Mora, d. 1920, Mora)",Mrs. Walter Rathbone Bacon (Virginia Purdy),1897,"Oil on canvas, 171 x 108 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/z/zorn/portrai1.html,painting,portrait,Swedish,1851-1900
"ZORN, Anders","(b. 1860, Mora, d. 1920, Mora)",George Peabody Gardner,1899,"Oil on canvas, 183 x 107 cm","Museum of Fine Arts, Boston",https://www.wga.hu/html/z/zorn/portrai2.html,painting,portrait,Swedish,1851-1900
"ZORN, Anders","(b. 1860, Mora, d. 1920, Mora)",Brook,1900,"Oil on canvas, 112 x 94 cm","Museo d'Arte Moderna, Ca' Pesaro, Venice",https://www.wga.hu/html/z/zorn/zbrook.html,painting,landscape,Swedish,1851-1900
"ZUBOV, Aleksey Fyodorovich","(b. ca. 1682, Moscow, d. 1751, Moscow)",Battle of Grengam on 27 July 1720,1721,"Etching with line engraving, 500 x 720 mm","The Hermitage, St. Petersburg",https://www.wga.hu/html/z/zubov/battle.html,graphics,historical,Russian,1701-1750
"ZUBOV, Aleksey Fyodorovich","(b. ca. 1682, Moscow, d. 1751, Moscow)",Triumphal Entry of the Russian Troops into Moscow,1710-11,"Etching with line engraving, 555 x 757 mm","The Hermitage, St. Petersburg",https://www.wga.hu/html/z/zubov/entry.html,graphics,historical,Russian,1701-1750
"ZUBOV, Aleksey Fyodorovich","(b. ca. 1682, Moscow, d. 1751, Moscow)",View of the Summer Gardens from the Neva River,1717,"Etching with line engraving, 165 x 203 mm","The Hermitage, St. Petersburg",https://www.wga.hu/html/z/zubov/viewsumm.html,graphics,landscape,Russian,1701-1750
"ZUCCARELLI, Francesco","(b. 1702, Pitigliano, d. 1788, Firenze)",Bacchanal,1740-50,"Oil on canvas, 142 x 210 cm","Gallerie dell'Accademia, Venice",https://www.wga.hu/html/z/zuccarel/bacchana.html,painting,mythological,Italian,1701-1750
"ZUCCARELLI, Francesco","(b. 1702, Pitigliano, d. 1788, Firenze)",Bull-Hunting,c. 1736,"Oil on canvas, 114 x 150 cm","Gallerie dell'Accademia, Venice",https://www.wga.hu/html/z/zuccarel/bullhunt.html,painting,landscape,Italian,1701-1750
"ZUCCARELLI, Francesco","(b. 1702, Pitigliano, d. 1788, Firenze)",Bull-Hunting (detail),c. 1736,Oil on canvas,"Gallerie dell'Accademia, Venice",https://www.wga.hu/html/z/zuccarel/bullhunx.html,painting,landscape,Italian,1701-1750
"ZUCCARELLI, Francesco","(b. 1702, Pitigliano, d. 1788, Firenze)",Fishermen and Other Figures beside a Flowing Stream,-,"Oil on canvas, 43 x 57 cm",Private collection,https://www.wga.hu/html/z/zuccarel/fisherme.html,painting,landscape,Italian,1701-1750
"ZUCCARELLI, Francesco","(b. 1702, Pitigliano, d. 1788, Firenze)",Landscape with a Woman Leading a Cow,before 1774,"Oil on canvas, 60 x 88 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/z/zuccarel/land_cow.html,painting,landscape,Italian,1701-1750
"ZUCCARELLI, Francesco","(b. 1702, Pitigliano, d. 1788, Firenze)",Landscape with Bridge,c. 1735,"Oil on canvas, 56 x 73 cm","Szépmûvészeti Múzeum, Budapest",https://www.wga.hu/html/z/zuccarel/landbrid.html,painting,landscape,Italian,1701-1750
"ZUCCARELLI, Francesco","(b. 1702, Pitigliano, d. 1788, Firenze)",Landscape with Girls at the River,1760s,"Oil on canvas, 118 x 137 cm","Gallerie dell'Accademia, Venice",https://www.wga.hu/html/z/zuccarel/landgirl.html,painting,landscape,Italian,1701-1750
"ZUCCARELLI, Francesco","(b. 1702, Pitigliano, d. 1788, Firenze)",Landscape with a Rider,-,Oil on canvas,"Accademia Carrara, Bergamo",https://www.wga.hu/html/z/zuccarel/landscap.html,painting,landscape,Italian,1701-1750
"ZUCCARELLI, Francesco","(b. 1702, Pitigliano, d. 1788, Firenze)",Landscape,-,Oil on canvas,"Museo del Settecento Veneziano, Ca' Rezzonico, Venice",https://www.wga.hu/html/z/zuccarel/p_landsc.html,painting,landscape,Italian,1701-1750
"ZUCCARELLI, Francesco","(b. 1702, Pitigliano, d. 1788, Firenze)",Rape of Europa,-,"Oil on canvas, 37 x 47 cm",Private collection,https://www.wga.hu/html/z/zuccarel/rape_eu.html,painting,mythological,Italian,1701-1750
"ZUCCARELLI, Francesco","(b. 1702, Pitigliano, d. 1788, Firenze)",The Rape of Europa,1740-50,"Oil on canvas, 142 x 208 cm","Gallerie dell'Accademia, Venice",https://www.wga.hu/html/z/zuccarel/rape_eur.html,painting,mythological,Italian,1701-1750
"ZUCCARELLI, Francesco","(b. 1702, Pitigliano, d. 1788, Firenze)",The Rape of Europa (detail),1740-50,Oil on canvas,"Gallerie dell'Accademia, Venice",https://www.wga.hu/html/z/zuccarel/rape_eux.html,painting,mythological,Italian,1701-1750
"ZUCCARO, Federico","(b. ca. 1542, Sant'Angelo in Vado, d. 1609, Ancona)",Adoration of the Magi,1564,Oil on canvas,"San Francesco della Vigna, Venice",https://www.wga.hu/html/z/zuccaro/federico/adormagi.html,painting,religious,Italian,1551-1600
"ZUCCARO, Federico","(b. ca. 1542, Sant'Angelo in Vado, d. 1609, Ancona)",Assumption of the Virgin,c. 1566,Oil on canvas,"Museo Diocesano, Cortona",https://www.wga.hu/html/z/zuccaro/federico/assumpt.html,painting,religious,Italian,1551-1600
"ZUCCARO, Federico","(b. ca. 1542, Sant'Angelo in Vado, d. 1609, Ancona)",Assumption of the Virgin (detail),c. 1566,Oil on canvas,"Museo Diocesano, Cortona",https://www.wga.hu/html/z/zuccaro/federico/assumpt1.html,painting,religious,Italian,1551-1600
"ZUCCARO, Federico","(b. ca. 1542, Sant'Angelo in Vado, d. 1609, Ancona)",Assumption of the Virgin (detail),c. 1566,Oil on canvas,"Museo Diocesano, Cortona",https://www.wga.hu/html/z/zuccaro/federico/assumpt2.html,painting,religious,Italian,1551-1600
"ZUCCARO, Federico","(b. ca. 1542, Sant'Angelo in Vado, d. 1609, Ancona)",Portrait of Giambologna,-,Chalk on paper,"National Gallery of Scotland, Edinburgh",https://www.wga.hu/html/z/zuccaro/federico/bologna.html,graphics,portrait,Italian,1551-1600
"ZUCCARO, Federico","(b. ca. 1542, Sant'Angelo in Vado, d. 1609, Ancona)",Portrait of Vincenzo Borghini,1570-74,"Black and white chalk on paper, 14 x 9 cm","British Museum, London",https://www.wga.hu/html/z/zuccaro/federico/borghini.html,graphics,portrait,Italian,1551-1600
"ZUCCARO, Federico","(b. ca. 1542, Sant'Angelo in Vado, d. 1609, Ancona)",Angels and Cherubim Among Clouds,c. 1566,"Pen and brown wash, brush and brown and grey wash, 305 x 247 mm","The Hermitage, St. Petersburg",https://www.wga.hu/html/z/zuccaro/federico/cherubim.html,graphics,religious,Italian,1551-1600
"ZUCCARO, Federico","(b. ca. 1542, Sant'Angelo in Vado, d. 1609, Ancona)",Fresco cycle: Passion of Christ,1569-76,Fresco,"Oratorio del Gonfalone, Rome",https://www.wga.hu/html/z/zuccaro/federico/gonfalon.html,painting,religious,Italian,1551-1600
"ZUCCARO, Federico","(b. ca. 1542, Sant'Angelo in Vado, d. 1609, Ancona)",Fresco cycle: Passion of Christ,1569-76,Fresco,"Oratorio del Gonfalone, Rome",https://www.wga.hu/html/z/zuccaro/federico/gonfalox.html,painting,religious,Italian,1551-1600
"ZUCCARO, Federico","(b. ca. 1542, Sant'Angelo in Vado, d. 1609, Ancona)",Flagellation of Christ,1573,Fresco,"Oratorio del Gonfalone, Rome",https://www.wga.hu/html/z/zuccaro/federico/gonfaloy.html,painting,religious,Italian,1551-1600
